
Iteration 1 | Loss 0.17329 | Acc 0.6250
Iteration 1526 | Loss 0.17329 | Acc 0.8750
Iteration 1527 | Loss 0.17329 | Acc 0.3750
Iteration 1528 | Loss 0.17329 | Acc 0.6875
Iteration 1529 | Loss 0.17329 | Acc 0.4375
Iteration 1530 | Loss 0.17329 | Acc 0.6875
Iteration 1531 | Loss 0.17329 | Acc 0.5625
Iteration 1532 | Loss 0.17329 | Acc 0.6250
Iteration 1533 | Loss 0.17329 | Acc 0.6250
Iteration 1534 | Loss 0.17329 | Acc 0.5625
Iteration 1535 | Loss 0.17329 | Acc 0.2500
Iteration 1536 | Loss 0.17329 | Acc 0.6250
Iteration 1537 | Loss 0.17329 | Acc 0.4375
Iteration 1538 | Loss 0.17329 | Acc 0.5625
Iteration 1539 | Loss 0.17329 | Acc 0.6250
Iteration 1540 | Loss 0.17329 | Acc 0.5625
Iteration 1541 | Loss 0.17329 | Acc 0.5625
Iteration 1542 | Loss 0.17329 | Acc 0.5625
Iteration 1543 | Loss 0.17329 | Acc 0.5000
Iteration 1544 | Loss 0.17329 | Acc 0.3750
Iteration 1545 | Loss 0.17329 | Acc 0.5625
Iteration 1546 | Loss 0.17329 | Acc 0.1875
Iteration 1547 | Loss 0.17329 | Acc 0.6250
Iteration 1548 | Loss 0.17329 | Acc 0.5000
Iteration 1549 | Loss 0.17329 | Acc 0.6875
Iteration 1550 | Loss 0.17329 | Acc 0.6250
Iteration 1551 | Loss 0.17329 | Acc 0.5000
Iteration 1552 | Loss 0.17329 | Acc 0.4375
Iteration 1553 | Loss 0.17329 | Acc 0.3750
Iteration 1554 | Loss 0.17329 | Acc 0.5000
Iteration 1555 | Loss 0.17329 | Acc 0.4375
Iteration 1556 | Loss 0.17329 | Acc 0.5625
Iteration 1557 | Loss 0.17329 | Acc 0.4375
Iteration 1558 | Loss 0.17329 | Acc 0.4375
Iteration 1559 | Loss 0.17329 | Acc 0.6875
Iteration 1560 | Loss 0.17329 | Acc 0.6250
Iteration 1561 | Loss 0.17329 | Acc 0.8125
Iteration 1562 | Loss 0.17329 | Acc 0.6250
Iteration 1563 | Loss 0.17329 | Acc 0.5000
Iteration 1564 | Loss 0.17329 | Acc 0.6875
Iteration 1565 | Loss 0.17329 | Acc 0.4375
Iteration 1566 | Loss 0.17329 | Acc 0.5625
Iteration 1567 | Loss 0.17329 | Acc 0.5625
Iteration 1568 | Loss 0.17329 | Acc 0.6875
Iteration 1569 | Loss 0.17329 | Acc 0.6875
Iteration 1570 | Loss 0.17329 | Acc 0.6875
Iteration 1571 | Loss 0.17329 | Acc 0.6250
Iteration 1572 | Loss 0.17329 | Acc 0.4375
Iteration 1573 | Loss 0.17329 | Acc 0.6875
Iteration 1574 | Loss 0.17329 | Acc 0.4375
Iteration 1575 | Loss 0.17329 | Acc 0.6250
Iteration 1576 | Loss 0.17329 | Acc 0.5625
Iteration 1577 | Loss 0.17329 | Acc 0.8125
Iteration 1578 | Loss 0.17329 | Acc 0.6250
Iteration 1579 | Loss 0.17329 | Acc 0.5625
Iteration 1580 | Loss 0.17329 | Acc 0.5625
Iteration 1581 | Loss 0.17329 | Acc 0.5000
Iteration 1582 | Loss 0.17329 | Acc 0.4375
Iteration 1583 | Loss 0.17329 | Acc 0.6250
Iteration 1584 | Loss 0.17329 | Acc 0.4375
Iteration 1585 | Loss 0.17329 | Acc 0.7500
Iteration 1586 | Loss 0.17329 | Acc 0.6875
Iteration 1587 | Loss 0.17329 | Acc 0.3125
Iteration 1588 | Loss 0.17329 | Acc 0.6250
Iteration 1589 | Loss 0.17329 | Acc 0.5000
Iteration 1590 | Loss 0.17329 | Acc 0.5625
Iteration 1591 | Loss 0.17329 | Acc 0.5000
Iteration 1592 | Loss 0.17329 | Acc 0.6875
Iteration 1593 | Loss 0.17329 | Acc 0.6250
Iteration 1594 | Loss 0.17329 | Acc 0.5000
Iteration 1595 | Loss 0.17329 | Acc 0.6250
Iteration 1596 | Loss 0.17329 | Acc 0.6250
Iteration 1597 | Loss 0.17329 | Acc 0.5625
Iteration 1598 | Loss 0.17329 | Acc 0.5000
Iteration 1599 | Loss 0.17329 | Acc 0.4375
Iteration 1600 | Loss 0.17329 | Acc 0.5625
Iteration 1601 | Loss 0.17329 | Acc 0.6875
Iteration 1602 | Loss 0.17329 | Acc 0.5625
Iteration 1603 | Loss 0.17329 | Acc 0.5625
Iteration 1604 | Loss 0.17329 | Acc 0.5625
Iteration 1605 | Loss 0.17329 | Acc 0.6250
Iteration 1606 | Loss 0.17329 | Acc 0.6875
Iteration 1607 | Loss 0.17329 | Acc 0.5000
Iteration 1608 | Loss 0.17329 | Acc 0.4375
Iteration 1609 | Loss 0.17329 | Acc 0.7500
Iteration 1610 | Loss 0.17329 | Acc 0.4375
Iteration 1611 | Loss 0.17329 | Acc 0.6250
Iteration 1612 | Loss 0.17329 | Acc 0.3125
Iteration 1613 | Loss 0.17329 | Acc 0.6250
Iteration 1614 | Loss 0.17329 | Acc 0.4375
Iteration 1615 | Loss 0.17329 | Acc 0.8125
Iteration 1616 | Loss 0.17329 | Acc 0.5625
Iteration 1617 | Loss 0.17329 | Acc 0.7500
Iteration 1618 | Loss 0.17329 | Acc 0.6875
Iteration 1619 | Loss 0.17329 | Acc 0.6875
Iteration 1620 | Loss 0.17329 | Acc 0.5625
Iteration 1621 | Loss 0.17329 | Acc 0.5000
Iteration 1622 | Loss 0.17329 | Acc 0.7500
Iteration 1623 | Loss 0.17329 | Acc 0.3750
Iteration 1624 | Loss 0.17329 | Acc 0.6875
Iteration 1625 | Loss 0.17329 | Acc 0.2500
Iteration 1626 | Loss 0.17329 | Acc 0.6875
Iteration 1627 | Loss 0.17329 | Acc 0.5000
Iteration 1628 | Loss 0.17329 | Acc 0.7500
Iteration 1629 | Loss 0.17329 | Acc 0.7500
Iteration 1630 | Loss 0.17329 | Acc 0.5000
Iteration 1631 | Loss 0.17329 | Acc 0.6250
Iteration 1632 | Loss 0.17329 | Acc 0.5625
Iteration 1633 | Loss 0.17329 | Acc 0.5625
Iteration 1634 | Loss 0.17329 | Acc 0.5625
Iteration 1635 | Loss 0.17329 | Acc 0.6250
Iteration 1636 | Loss 0.17329 | Acc 0.5000
Iteration 1637 | Loss 0.17329 | Acc 0.5000
Iteration 1638 | Loss 0.17329 | Acc 0.5000
Iteration 1639 | Loss 0.17329 | Acc 0.7500
Iteration 1640 | Loss 0.17329 | Acc 0.5625
Iteration 1641 | Loss 0.17329 | Acc 0.6250
Iteration 1642 | Loss 0.17329 | Acc 0.6250
Iteration 1643 | Loss 0.17329 | Acc 0.6250
Iteration 1644 | Loss 0.17329 | Acc 0.4375
Iteration 1645 | Loss 0.17329 | Acc 0.5000
Iteration 1646 | Loss 0.17329 | Acc 0.4375
Iteration 1647 | Loss 0.17329 | Acc 0.3750
Iteration 1648 | Loss 0.17329 | Acc 0.5625
Iteration 1649 | Loss 0.17329 | Acc 0.8125
Iteration 1650 | Loss 0.17329 | Acc 0.6875
Iteration 1651 | Loss 0.17329 | Acc 0.4375
Iteration 1652 | Loss 0.17329 | Acc 0.5625
Iteration 1653 | Loss 0.17329 | Acc 0.4375
Iteration 1654 | Loss 0.17329 | Acc 0.6250
Iteration 1655 | Loss 0.17329 | Acc 0.7500
Iteration 1656 | Loss 0.17329 | Acc 0.6875
Iteration 1657 | Loss 0.17329 | Acc 0.5625
Iteration 1658 | Loss 0.17329 | Acc 0.6250
Iteration 1659 | Loss 0.17329 | Acc 0.6250
Iteration 1660 | Loss 0.17329 | Acc 0.6875
Iteration 1661 | Loss 0.17329 | Acc 0.4375
Iteration 1662 | Loss 0.17329 | Acc 0.3750
Iteration 1663 | Loss 0.17329 | Acc 0.7500
Iteration 1664 | Loss 0.17329 | Acc 0.5625
Iteration 1665 | Loss 0.17329 | Acc 0.4375
Iteration 1666 | Loss 0.17329 | Acc 0.7500
Iteration 1667 | Loss 0.17329 | Acc 0.6875
Iteration 1668 | Loss 0.17329 | Acc 0.8125
Iteration 1669 | Loss 0.17329 | Acc 0.5000
Iteration 1670 | Loss 0.17329 | Acc 0.3750
Iteration 1671 | Loss 0.17329 | Acc 0.6875
Iteration 1672 | Loss 0.17329 | Acc 0.7500
Iteration 1673 | Loss 0.17329 | Acc 0.4375
Iteration 1674 | Loss 0.17329 | Acc 0.7500
Iteration 1675 | Loss 0.17329 | Acc 0.6250
Iteration 1676 | Loss 0.17329 | Acc 0.6875
Iteration 1677 | Loss 0.17329 | Acc 0.6875
Iteration 1678 | Loss 0.17329 | Acc 0.5625
Iteration 1679 | Loss 0.17329 | Acc 0.6875
Iteration 1680 | Loss 0.17329 | Acc 0.6250
Iteration 1681 | Loss 0.17329 | Acc 0.5625
Iteration 1682 | Loss 0.17329 | Acc 0.5625
Iteration 1683 | Loss 0.17329 | Acc 0.5625
Iteration 1684 | Loss 0.17328 | Acc 0.7500
Iteration 1685 | Loss 0.17328 | Acc 0.7500
Iteration 1686 | Loss 0.17329 | Acc 0.6250
Iteration 1687 | Loss 0.17328 | Acc 0.6250
Iteration 1688 | Loss 0.17328 | Acc 0.5625
Iteration 1689 | Loss 0.17328 | Acc 0.8125
Iteration 1690 | Loss 0.17328 | Acc 0.7500
Iteration 1691 | Loss 0.17329 | Acc 0.5625
Iteration 1692 | Loss 0.17328 | Acc 0.7500
Iteration 1693 | Loss 0.17328 | Acc 0.8125
Iteration 1694 | Loss 0.17328 | Acc 0.4375
Iteration 1695 | Loss 0.17326 | Acc 0.9375
Iteration 1696 | Loss 0.17327 | Acc 0.6250
Iteration 1697 | Loss 0.17327 | Acc 0.6875
Iteration 1698 | Loss 0.17326 | Acc 0.9375
Iteration 1699 | Loss 0.17326 | Acc 0.8125
Iteration 1700 | Loss 0.17325 | Acc 0.6875
Iteration 1701 | Loss 0.17324 | Acc 0.8750
Iteration 1702 | Loss 0.17322 | Acc 0.6875
Iteration 1703 | Loss 0.17319 | Acc 0.8750
Iteration 1704 | Loss 0.17318 | Acc 0.8125
Iteration 1705 | Loss 0.17315 | Acc 0.9375
Iteration 1706 | Loss 0.17311 | Acc 0.7500
Iteration 1707 | Loss 0.17307 | Acc 1.0000
Iteration 1708 | Loss 0.17307 | Acc 0.7500
Iteration 1709 | Loss 0.17306 | Acc 0.8125
Iteration 1710 | Loss 0.17291 | Acc 1.0000
Iteration 1711 | Loss 0.17294 | Acc 0.8125
Iteration 1712 | Loss 0.17274 | Acc 1.0000
Iteration 1713 | Loss 0.17282 | Acc 0.9375
Iteration 1714 | Loss 0.17263 | Acc 0.9375
Iteration 1715 | Loss 0.17302 | Acc 0.6875
Iteration 1716 | Loss 0.17270 | Acc 0.8750
Iteration 1717 | Loss 0.17245 | Acc 0.9375
Iteration 1718 | Loss 0.17238 | Acc 0.8125
Iteration 1719 | Loss 0.17194 | Acc 1.0000
Iteration 1720 | Loss 0.17220 | Acc 0.8125
Iteration 1721 | Loss 0.17202 | Acc 0.8125
Iteration 1722 | Loss 0.17247 | Acc 0.7500
Iteration 1723 | Loss 0.17147 | Acc 0.8750
Iteration 1724 | Loss 0.17145 | Acc 1.0000
Iteration 1725 | Loss 0.17159 | Acc 0.8750
Iteration 1726 | Loss 0.17052 | Acc 1.0000
Iteration 1727 | Loss 0.17019 | Acc 0.9375
Iteration 1728 | Loss 0.17070 | Acc 0.9375
Iteration 1729 | Loss 0.16976 | Acc 0.8750
Iteration 1730 | Loss 0.16891 | Acc 1.0000
Iteration 1731 | Loss 0.16965 | Acc 0.8750
Iteration 1732 | Loss 0.16880 | Acc 0.9375
Iteration 1733 | Loss 0.16966 | Acc 0.9375
Iteration 1734 | Loss 0.16847 | Acc 0.9375
Iteration 1735 | Loss 0.16769 | Acc 0.8750
Iteration 1736 | Loss 0.16897 | Acc 0.7500
Iteration 1737 | Loss 0.16668 | Acc 0.9375
Iteration 1738 | Loss 0.16561 | Acc 0.9375
Iteration 1739 | Loss 0.16662 | Acc 0.8750
Iteration 1740 | Loss 0.16713 | Acc 0.8750
Iteration 1741 | Loss 0.16454 | Acc 0.8750
Iteration 1742 | Loss 0.16425 | Acc 0.9375
Iteration 1743 | Loss 0.16170 | Acc 1.0000
Iteration 1744 | Loss 0.16223 | Acc 1.0000
Iteration 1745 | Loss 0.16252 | Acc 0.9375
Iteration 1746 | Loss 0.15946 | Acc 1.0000
Iteration 1747 | Loss 0.16352 | Acc 0.8750
Iteration 1748 | Loss 0.16151 | Acc 0.8125
Iteration 1749 | Loss 0.15777 | Acc 0.9375
Iteration 1750 | Loss 0.15754 | Acc 0.9375
Iteration 1751 | Loss 0.15817 | Acc 0.8750
Iteration 1752 | Loss 0.15831 | Acc 0.9375
Iteration 1753 | Loss 0.15591 | Acc 1.0000
Iteration 1754 | Loss 0.15028 | Acc 1.0000
Iteration 1755 | Loss 0.15583 | Acc 0.8750
Iteration 1756 | Loss 0.15447 | Acc 0.9375
Iteration 1757 | Loss 0.14989 | Acc 0.9375
Iteration 1758 | Loss 0.14890 | Acc 0.9375
Iteration 1759 | Loss 0.14761 | Acc 0.8750
Iteration 1760 | Loss 0.15197 | Acc 0.8750
Iteration 1761 | Loss 0.14956 | Acc 0.9375
Iteration 1762 | Loss 0.16096 | Acc 0.6875
Iteration 1763 | Loss 0.16396 | Acc 0.8125
Iteration 1764 | Loss 0.15961 | Acc 0.6250
Iteration 1765 | Loss 0.15667 | Acc 0.6875
Iteration 1766 | Loss 0.15163 | Acc 0.6875
Iteration 1767 | Loss 0.14486 | Acc 0.9375
Iteration 1768 | Loss 0.14590 | Acc 0.8750
Iteration 1769 | Loss 0.14260 | Acc 0.9375
Iteration 1770 | Loss 0.13034 | Acc 1.0000
Iteration 1771 | Loss 0.13634 | Acc 0.9375
Iteration 1772 | Loss 0.14481 | Acc 0.8125
Iteration 1773 | Loss 0.12818 | Acc 1.0000
Iteration 1774 | Loss 0.13473 | Acc 1.0000
Iteration 1775 | Loss 0.12149 | Acc 0.9375
Iteration 1776 | Loss 0.11946 | Acc 0.9375
Iteration 1777 | Loss 0.12857 | Acc 0.8125
Iteration 1778 | Loss 0.11999 | Acc 1.0000
Iteration 1779 | Loss 0.12506 | Acc 0.8125
Iteration 1780 | Loss 0.11649 | Acc 0.8750
Iteration 1781 | Loss 0.12249 | Acc 0.8125
Iteration 1782 | Loss 0.12119 | Acc 0.8750
Iteration 1783 | Loss 0.11999 | Acc 0.8125
Iteration 1784 | Loss 0.11004 | Acc 1.0000
Iteration 1785 | Loss 0.11052 | Acc 1.0000
Iteration 1786 | Loss 0.10536 | Acc 0.9375
Iteration 1787 | Loss 0.10321 | Acc 0.8750
Iteration 1788 | Loss 0.10055 | Acc 1.0000
Iteration 1789 | Loss 0.11347 | Acc 0.8750
Iteration 1790 | Loss 0.08556 | Acc 1.0000
Iteration 1791 | Loss 0.08244 | Acc 1.0000
Iteration 1792 | Loss 0.09240 | Acc 0.9375
Iteration 1793 | Loss 0.08684 | Acc 0.9375
Iteration 1794 | Loss 0.07588 | Acc 1.0000
Iteration 1795 | Loss 0.08039 | Acc 0.9375
Iteration 1796 | Loss 0.07074 | Acc 1.0000
Validation - Iteration 1796 | Loss 0.34234 | Acc 0.9907
Best Val loss so far. Saving model
best_loss =  tensor(0.3423, device='cuda:0')
Iteration 1797 | Loss 0.08757 | Acc 0.9375
Iteration 1798 | Loss 0.08816 | Acc 0.8750
Iteration 1799 | Loss 0.11803 | Acc 0.7500
Iteration 1800 | Loss 0.08414 | Acc 0.8750
Iteration 1801 | Loss 0.07505 | Acc 0.8750
Iteration 1802 | Loss 0.08643 | Acc 0.9375
Iteration 1803 | Loss 0.06369 | Acc 1.0000
Iteration 1804 | Loss 0.06109 | Acc 1.0000
Iteration 1805 | Loss 0.06692 | Acc 1.0000
Iteration 1806 | Loss 0.06464 | Acc 1.0000
Iteration 1807 | Loss 0.07293 | Acc 0.9375
Iteration 1808 | Loss 0.06507 | Acc 0.8750
Iteration 1809 | Loss 0.04602 | Acc 1.0000
Iteration 1810 | Loss 0.05800 | Acc 0.9375
Iteration 1811 | Loss 0.05943 | Acc 0.9375
Iteration 1812 | Loss 0.04925 | Acc 0.9375
Iteration 1813 | Loss 0.05552 | Acc 0.8750
Iteration 1814 | Loss 0.05437 | Acc 0.9375
Iteration 1815 | Loss 0.05693 | Acc 0.9375
Iteration 1816 | Loss 0.08545 | Acc 0.9375
Iteration 1817 | Loss 0.05005 | Acc 0.9375
Iteration 1818 | Loss 0.03184 | Acc 1.0000
Iteration 1819 | Loss 0.05841 | Acc 0.8750
Iteration 1820 | Loss 0.06700 | Acc 0.8125
Iteration 1821 | Loss 0.08546 | Acc 0.7500
Iteration 1822 | Loss 0.05720 | Acc 0.8750
Iteration 1823 | Loss 0.05558 | Acc 0.8750
Iteration 1824 | Loss 0.03430 | Acc 0.9375
Iteration 1825 | Loss 0.05385 | Acc 0.8750
Iteration 1826 | Loss 0.04829 | Acc 1.0000
Iteration 1827 | Loss 0.03969 | Acc 1.0000
Iteration 1828 | Loss 0.03103 | Acc 1.0000
Iteration 1829 | Loss 0.02842 | Acc 1.0000
Iteration 1830 | Loss 0.03873 | Acc 0.9375
Iteration 1831 | Loss 0.05083 | Acc 0.8125
Iteration 1832 | Loss 0.03764 | Acc 0.9375
Iteration 1833 | Loss 0.02963 | Acc 0.9375
Iteration 1834 | Loss 0.05607 | Acc 1.0000
Iteration 1835 | Loss 0.03772 | Acc 0.9375
Iteration 1836 | Loss 0.01624 | Acc 1.0000
Iteration 1837 | Loss 0.03592 | Acc 0.9375
Iteration 1838 | Loss 0.02580 | Acc 0.9375
Iteration 1839 | Loss 0.02417 | Acc 1.0000
Iteration 1840 | Loss 0.02468 | Acc 0.9375
Iteration 1841 | Loss 0.01323 | Acc 1.0000
Iteration 1842 | Loss 0.02242 | Acc 1.0000
Iteration 1843 | Loss 0.02178 | Acc 1.0000
Iteration 1844 | Loss 0.01253 | Acc 1.0000
Iteration 1845 | Loss 0.01997 | Acc 1.0000
Iteration 1846 | Loss 0.05013 | Acc 0.8750
Iteration 1847 | Loss 0.01229 | Acc 1.0000
Iteration 1848 | Loss 0.02162 | Acc 0.9375
Iteration 1849 | Loss 0.01065 | Acc 1.0000
Iteration 1850 | Loss 0.03093 | Acc 1.0000
Iteration 1851 | Loss 0.03835 | Acc 1.0000
Iteration 1852 | Loss 0.01167 | Acc 1.0000
Iteration 1853 | Loss 0.01165 | Acc 1.0000
Iteration 1854 | Loss 0.01424 | Acc 1.0000
Iteration 1855 | Loss 0.01404 | Acc 1.0000
Iteration 1856 | Loss 0.01314 | Acc 1.0000
Iteration 1857 | Loss 0.00854 | Acc 1.0000
Iteration 1858 | Loss 0.00834 | Acc 1.0000
Iteration 1859 | Loss 0.01810 | Acc 1.0000
Iteration 1860 | Loss 0.01875 | Acc 0.9375
Iteration 1861 | Loss 0.01858 | Acc 1.0000
Iteration 1862 | Loss 0.02847 | Acc 0.9375
Iteration 1863 | Loss 0.04390 | Acc 0.8750
Iteration 1864 | Loss 0.05012 | Acc 0.8750
Iteration 1865 | Loss 0.03071 | Acc 0.8750
Iteration 1866 | Loss 0.03332 | Acc 0.8750
Iteration 1867 | Loss 0.00930 | Acc 1.0000
Iteration 1868 | Loss 0.01397 | Acc 1.0000
Iteration 1869 | Loss 0.00639 | Acc 1.0000
Iteration 1870 | Loss 0.00544 | Acc 1.0000
Iteration 1871 | Loss 0.00823 | Acc 1.0000
Iteration 1872 | Loss 0.00565 | Acc 1.0000
Iteration 1873 | Loss 0.00543 | Acc 1.0000
Iteration 1874 | Loss 0.01332 | Acc 1.0000
Iteration 1875 | Loss 0.00553 | Acc 1.0000
Iteration 1876 | Loss 0.01084 | Acc 1.0000
Iteration 1877 | Loss 0.01438 | Acc 1.0000
Iteration 1878 | Loss 0.03698 | Acc 0.9375
Iteration 1879 | Loss 0.01766 | Acc 0.9375
Iteration 1880 | Loss 0.01911 | Acc 1.0000
Iteration 1881 | Loss 0.00457 | Acc 1.0000
Iteration 1882 | Loss 0.01437 | Acc 1.0000
Iteration 1883 | Loss 0.00779 | Acc 1.0000
Iteration 1884 | Loss 0.03104 | Acc 1.0000
Iteration 1885 | Loss 0.00633 | Acc 1.0000
Iteration 1886 | Loss 0.00416 | Acc 1.0000
Iteration 1887 | Loss 0.00405 | Acc 1.0000
Iteration 1888 | Loss 0.00430 | Acc 1.0000
Iteration 1889 | Loss 0.01660 | Acc 0.9375
Iteration 1890 | Loss 0.00410 | Acc 1.0000
Iteration 1891 | Loss 0.00369 | Acc 1.0000
Iteration 1892 | Loss 0.02180 | Acc 1.0000
Iteration 1893 | Loss 0.01307 | Acc 1.0000
Iteration 1894 | Loss 0.01579 | Acc 0.9375
Iteration 1895 | Loss 0.01532 | Acc 0.9375
Iteration 1896 | Loss 0.00522 | Acc 1.0000
Iteration 1897 | Loss 0.00364 | Acc 1.0000
Iteration 1898 | Loss 0.01154 | Acc 1.0000
Iteration 1899 | Loss 0.00339 | Acc 1.0000
Iteration 1900 | Loss 0.01359 | Acc 1.0000
Iteration 1901 | Loss 0.00319 | Acc 1.0000
Iteration 1902 | Loss 0.00323 | Acc 1.0000
Iteration 1903 | Loss 0.03148 | Acc 0.9375
Iteration 1904 | Loss 0.01269 | Acc 1.0000
Iteration 1905 | Loss 0.00327 | Acc 1.0000
Iteration 1906 | Loss 0.01480 | Acc 1.0000
Iteration 1907 | Loss 0.01263 | Acc 1.0000
Iteration 1908 | Loss 0.00394 | Acc 1.0000
Iteration 1909 | Loss 0.00632 | Acc 1.0000
Iteration 1910 | Loss 0.00396 | Acc 1.0000
Iteration 1911 | Loss 0.00542 | Acc 1.0000
Iteration 1912 | Loss 0.00286 | Acc 1.0000
Iteration 1913 | Loss 0.00371 | Acc 1.0000
Iteration 1914 | Loss 0.00808 | Acc 1.0000
Iteration 1915 | Loss 0.01480 | Acc 1.0000
Iteration 1916 | Loss 0.00474 | Acc 1.0000
Iteration 1917 | Loss 0.00780 | Acc 1.0000
Iteration 1918 | Loss 0.00246 | Acc 1.0000
Iteration 1919 | Loss 0.00347 | Acc 1.0000
Iteration 1920 | Loss 0.00197 | Acc 1.0000
Iteration 1921 | Loss 0.00253 | Acc 1.0000
Iteration 1922 | Loss 0.01368 | Acc 0.9375
Iteration 1923 | Loss 0.01556 | Acc 0.9375
Iteration 1924 | Loss 0.00316 | Acc 1.0000
Iteration 1925 | Loss 0.00288 | Acc 1.0000
Iteration 1926 | Loss 0.00462 | Acc 1.0000
Iteration 1927 | Loss 0.00301 | Acc 1.0000
Iteration 1928 | Loss 0.00508 | Acc 1.0000
Iteration 1929 | Loss 0.00697 | Acc 1.0000
Iteration 1930 | Loss 0.00860 | Acc 1.0000
Iteration 1931 | Loss 0.00315 | Acc 1.0000
Iteration 1932 | Loss 0.00449 | Acc 1.0000
Iteration 1933 | Loss 0.00985 | Acc 1.0000
Iteration 1934 | Loss 0.00206 | Acc 1.0000
Iteration 1935 | Loss 0.01608 | Acc 1.0000
Iteration 1936 | Loss 0.00206 | Acc 1.0000
Iteration 1937 | Loss 0.01342 | Acc 1.0000
Iteration 1938 | Loss 0.00184 | Acc 1.0000
Iteration 1939 | Loss 0.00531 | Acc 1.0000
Iteration 1940 | Loss 0.00221 | Acc 1.0000
Iteration 1941 | Loss 0.00672 | Acc 1.0000
Iteration 1942 | Loss 0.00193 | Acc 1.0000
Iteration 1943 | Loss 0.00308 | Acc 1.0000
Iteration 1944 | Loss 0.00155 | Acc 1.0000
Iteration 1945 | Loss 0.00932 | Acc 1.0000
Iteration 1946 | Loss 0.00971 | Acc 1.0000
Iteration 1947 | Loss 0.00295 | Acc 1.0000
Iteration 1948 | Loss 0.00325 | Acc 1.0000
Iteration 1949 | Loss 0.00158 | Acc 1.0000
Iteration 1950 | Loss 0.00328 | Acc 1.0000
Iteration 1951 | Loss 0.00159 | Acc 1.0000
Iteration 1952 | Loss 0.00177 | Acc 1.0000
Iteration 1953 | Loss 0.00203 | Acc 1.0000
Iteration 1954 | Loss 0.00134 | Acc 1.0000
Iteration 1955 | Loss 0.00248 | Acc 1.0000
Iteration 1956 | Loss 0.00245 | Acc 1.0000
Iteration 1957 | Loss 0.00154 | Acc 1.0000
Iteration 1958 | Loss 0.00257 | Acc 1.0000
Iteration 1959 | Loss 0.00465 | Acc 1.0000
Iteration 1960 | Loss 0.00175 | Acc 1.0000
Iteration 1961 | Loss 0.00501 | Acc 1.0000
Iteration 1962 | Loss 0.00214 | Acc 1.0000
Iteration 1963 | Loss 0.00127 | Acc 1.0000
Iteration 1964 | Loss 0.00891 | Acc 1.0000
Iteration 1965 | Loss 0.00348 | Acc 1.0000
Iteration 1966 | Loss 0.00431 | Acc 1.0000
Iteration 1967 | Loss 0.00671 | Acc 1.0000
Iteration 1968 | Loss 0.00232 | Acc 1.0000
Iteration 1969 | Loss 0.00358 | Acc 1.0000
Iteration 1970 | Loss 0.00185 | Acc 1.0000
Iteration 1971 | Loss 0.00220 | Acc 1.0000
Iteration 1972 | Loss 0.00136 | Acc 1.0000
Iteration 1973 | Loss 0.01548 | Acc 0.9375
Iteration 1974 | Loss 0.00179 | Acc 1.0000
Iteration 1975 | Loss 0.00456 | Acc 1.0000
Iteration 1976 | Loss 0.00154 | Acc 1.0000
Iteration 1977 | Loss 0.00178 | Acc 1.0000
Iteration 1978 | Loss 0.00299 | Acc 1.0000
Iteration 1979 | Loss 0.00182 | Acc 1.0000
Iteration 1980 | Loss 0.00110 | Acc 1.0000
Iteration 1981 | Loss 0.00213 | Acc 1.0000
Iteration 1982 | Loss 0.00539 | Acc 1.0000
Iteration 1983 | Loss 0.00373 | Acc 1.0000
Iteration 1984 | Loss 0.00382 | Acc 1.0000
Iteration 1985 | Loss 0.00121 | Acc 1.0000
Iteration 1986 | Loss 0.00163 | Acc 1.0000
Iteration 1987 | Loss 0.00112 | Acc 1.0000
Iteration 1988 | Loss 0.00148 | Acc 1.0000
Iteration 1989 | Loss 0.00103 | Acc 1.0000
Iteration 1990 | Loss 0.00338 | Acc 1.0000
Iteration 1991 | Loss 0.00085 | Acc 1.0000
Iteration 1992 | Loss 0.01313 | Acc 0.9375
Iteration 1993 | Loss 0.00166 | Acc 1.0000
Iteration 1994 | Loss 0.00242 | Acc 1.0000
Iteration 1995 | Loss 0.01338 | Acc 0.9375
Iteration 1996 | Loss 0.00084 | Acc 1.0000
Iteration 1997 | Loss 0.00136 | Acc 1.0000
Iteration 1998 | Loss 0.00133 | Acc 1.0000
Iteration 1999 | Loss 0.00080 | Acc 1.0000
Iteration 2000 | Loss 0.00121 | Acc 1.0000
Iteration 2001 | Loss 0.00111 | Acc 1.0000
Iteration 2002 | Loss 0.00119 | Acc 1.0000
Iteration 2003 | Loss 0.00085 | Acc 1.0000
Iteration 2004 | Loss 0.00339 | Acc 1.0000
Iteration 2005 | Loss 0.01309 | Acc 0.9375
Iteration 2006 | Loss 0.00079 | Acc 1.0000
Iteration 2007 | Loss 0.00153 | Acc 1.0000
Iteration 2008 | Loss 0.00117 | Acc 1.0000
Iteration 2009 | Loss 0.00113 | Acc 1.0000
Iteration 2010 | Loss 0.00202 | Acc 1.0000
Iteration 2011 | Loss 0.00222 | Acc 1.0000
Iteration 2012 | Loss 0.00932 | Acc 1.0000
Iteration 2013 | Loss 0.00138 | Acc 1.0000
Iteration 2014 | Loss 0.00171 | Acc 1.0000
Iteration 2015 | Loss 0.00078 | Acc 1.0000
Iteration 2016 | Loss 0.00149 | Acc 1.0000
Iteration 2017 | Loss 0.00135 | Acc 1.0000
Iteration 2018 | Loss 0.00081 | Acc 1.0000
Iteration 2019 | Loss 0.00076 | Acc 1.0000
Iteration 2020 | Loss 0.00095 | Acc 1.0000
Iteration 2021 | Loss 0.00084 | Acc 1.0000
